,full,title,description,duration,price_per_month,FOR_WHOM,author,is_free,url,AUD_TARGET,cluster
545,Курс «Контент- маркетолог» Онлайн-курс «» от сервиса Яндекс Практикум. Обучение контент-маркетингу для начинающих с нуля с выдачей сертификата о прохождении курса. Станьте специалистом по контент-менеджменту за 6 месяцев.,Курс «Контент- маркетолог»,Онлайн-курс «» от сервиса Яндекс Практикум. Обучение контент-маркетингу для начинающих с нуля с выдачей сертификата о прохождении курса. Станьте специалистом по контент-менеджменту за 6 месяцев.,6 месяцев,4000,"AUD_BEGINNER,AUD_AI,AUD_MARKETING,AUD_MANAGEMENT,AUD_EDUCATION",Yandex.Practicum,False,https://practicum.yandex.ru/content-marketer,,2
546,"Курс «Математика для анализа данных» Курс «» от Яндекс Практикум. Онлайн-обучение базовой математике для аналитиков и специалистов по Data Science. Дистанционный формат, теория и практика.",Курс «Математика для анализа данных»,"Курс «» от Яндекс Практикум. Онлайн-обучение базовой математике для аналитиков и специалистов по Data Science. Дистанционный формат, теория и практика.",6 месяцев,9000,"AUD_BEGINNER,AUD_ANALYST,AUD_EDUCATION",Yandex.Practicum,False,https://practicum.yandex.ru/math-for-da-ds,,4
547,"Курс «Менеджер маркетплейсов» Онлайн-курс «» от сервиса Яндекс Практикум. Научитесь с нуля запускать продажи и управлять существующими бизнесами на маркетплейсах за 5 месяцев обучения в Москве, Санкт-Петербурге и других регионах. Получите новую профессию специалиста по работе с маркетплейсами уже сейчас.",Курс «Менеджер маркетплейсов»,"Онлайн-курс «» от сервиса Яндекс Практикум. Научитесь с нуля запускать продажи и управлять существующими бизнесами на маркетплейсах за 5 месяцев обучения в Москве, Санкт-Петербурге и других регионах. Получите новую профессию специалиста по работе с маркетплейсами уже сейчас.",5 месяцев,15500,"AUD_BEGINNER,AUD_MARKETING,AUD_MANAGEMENT,AUD_EDUCATION,AUD_ENTREPRENEUR",Yandex.Practicum,False,https://practicum.yandex.ru/marketplace-manager,,3
548,Курс «Менеджер проектов» Обучение на курсе «» от сервиса Яндекс Практикум: программа онлайн-курса по управлению IT-проектами и цены. 6 месяцев обучения профессии Project Manager с нуля. Дистанционное обучение проектному менеджменту.,Курс «Менеджер проектов»,Обучение на курсе «» от сервиса Яндекс Практикум: программа онлайн-курса по управлению IT-проектами и цены. 6 месяцев обучения профессии Project Manager с нуля. Дистанционное обучение проектному менеджменту.,6 месяцев,22500,"AUD_BEGINNER,AUD_MANAGEMENT,AUD_EDUCATION,AUD_AI",Yandex.Practicum,False,https://practicum.yandex.ru/project-manager,,7
549,"Курс «Мидл Android‑разработчик» Онлайн-курс «» от сервиса Яндекс Практикум. 5 месяцев углубленного обучения разработке мобильных приложений под Андроид для программистов с опытом. На курсе углубите технические навыки, изучите передовые технологий, освоите инструменты и методы, применяемых в реальных проектах",Курс «Мидл Android‑разработчик»,"Онлайн-курс «» от сервиса Яндекс Практикум. 5 месяцев углубленного обучения разработке мобильных приложений под Андроид для программистов с опытом. На курсе углубите технические навыки, изучите передовые технологий, освоите инструменты и методы, применяемых в реальных проектах",5 месяцев,27000,"AUD_ADVANCED,AUD_DEVELOPER,AUD_EDUCATION",Yandex.Practicum,False,https://practicum.yandex.ru/middle-android-developer,,8
550,Курс «Мидл Java‑разработчик» Курс «Middle Java‑разработчик» от сервиса Яндекс Практикум. Онлайн‑обучение программированию на языке Java. Курс подойдет для специалистов с опытом в разработке.,Курс «Мидл Java‑разработчик»,Курс «Middle Java‑разработчик» от сервиса Яндекс Практикум. Онлайн‑обучение программированию на языке Java. Курс подойдет для специалистов с опытом в разработке.,7 месяцев,34500,"AUD_ADVANCED,AUD_DEVELOPER,AUD_EDUCATION",Yandex.Practicum,False,https://practicum.yandex.ru/middle-java,,8
551,Курс «Мидл Python‑разработчик» Углубленный онлайн-курс «Middle Python-разработчик» от сервиса Яндекс Практикум. 6 месяцев обучения профессии Middle Python-разработчик с выдачей диплома о профессиональной переподготовке. Добавите 6 проектов в портфолио и получите диплом.,Курс «Мидл Python‑разработчик»,Углубленный онлайн-курс «Middle Python-разработчик» от сервиса Яндекс Практикум. 6 месяцев обучения профессии Middle Python-разработчик с выдачей диплома о профессиональной переподготовке. Добавите 6 проектов в портфолио и получите диплом.,6 месяцев,28500,"AUD_ADVANCED,AUD_DEVELOPER,AUD_EDUCATION,AUD_ENTREPRENEUR,AUD_AI",Yandex.Practicum,False,https://practicum.yandex.ru/middle-python,,8
552,"Курс «Мидл аналитик данных» Онлайн-курс «» от Яндекс Практикум. Освоите полный стек middle-аналитика: от обработки данных до экспериментов и ML + архитектура данных и пайплайны: чтобы понимать, как проектируются, поставляются и контролируются данные + AI-автоматизация, soft skills и персональная работа с экспертом",Курс «Мидл аналитик данных»,"Онлайн-курс «» от Яндекс Практикум. Освоите полный стек middle-аналитика: от обработки данных до экспериментов и ML + архитектура данных и пайплайны: чтобы понимать, как проектируются, поставляются и контролируются данные + AI-автоматизация, soft skills и персональная работа с экспертом",7 месяцев,31000,"AUD_ADVANCED,AUD_ANALYST,AUD_AI",Yandex.Practicum,False,https://practicum.yandex.ru/middle-data-analyst,,4
553,"Курс «Мидл менеджер проектов» Онлайн-курс «» от Яндекс Практикума. Программа создана для продвинутых специалистов и тех, кто уже имеет опыт работы в управлении проектами. За 4 месяца вы освоите новые навыки, чтобы расти профессионально до позиций middle.",Курс «Мидл менеджер проектов»,"Онлайн-курс «» от Яндекс Практикума. Программа создана для продвинутых специалистов и тех, кто уже имеет опыт работы в управлении проектами. За 4 месяца вы освоите новые навыки, чтобы расти профессионально до позиций middle.",4 месяцев,29500,"AUD_ADVANCED,AUD_MANAGEMENT,AUD_AI",Yandex.Practicum,False,https://practicum.yandex.ru/middle-project-manager,,7
554,"Курс «Мидл разработчик С++» Онлайн-курс «Мидл разработчик С++» от сервиса Яндекс Практикум. Поможем выйти на новый профессиональный уровень с практикой за 4,5 месяцев.",Курс «Мидл разработчик С++»,"Онлайн-курс «Мидл разработчик С++» от сервиса Яндекс Практикум. Поможем выйти на новый профессиональный уровень с практикой за 4,5 месяцев.",5 месяцев,34000,"AUD_ADVANCED,AUD_DEVELOPER",Yandex.Practicum,False,https://practicum.yandex.ru/middle-cpp,,8
555,"Курс «Мидл системный аналитик» Онлайн-курс «Middle системный аналитик» от сервиса Яндекс Практикум. 4 месяца обучения для аналитиков с опытом, готовых к новым карьерным достижениям.",Курс «Мидл системный аналитик»,"Онлайн-курс «Middle системный аналитик» от сервиса Яндекс Практикум. 4 месяца обучения для аналитиков с опытом, готовых к новым карьерным достижениям.",4 месяцев,32000,"AUD_ADVANCED,AUD_ANALYST,AUD_EDUCATION,AUD_CAREER",Yandex.Practicum,False,https://practicum.yandex.ru/middle-system-analyst,,4
556,"Курс «Мидл фронтенд‑разработчик» За 5 месяцев обучения вы сможете вырасти до уровня мидл фронтенд-разработчика. Углубите знания во frontend-разработке и смежных сферах до продивнутого уровня, сделаете 2 приложения и улучшите софтскилы.",Курс «Мидл фронтенд‑разработчик»,"За 5 месяцев обучения вы сможете вырасти до уровня мидл фронтенд-разработчика. Углубите знания во frontend-разработке и смежных сферах до продивнутого уровня, сделаете 2 приложения и улучшите софтскилы.",5 месяцев,25000,"AUD_ADVANCED,AUD_DEVELOPER,AUD_EDUCATION",Yandex.Practicum,False,https://practicum.yandex.ru/middle-frontend,,8
557,"Курс «Микросервисная архитектура» Курс помогает систематизировать и углубить знания по микросервисам, преодолеть барьеры, связанные с проектированием сложных, высоконагруженных и устойчивых микросервисных систем",Курс «Микросервисная архитектура»,"Курс помогает систематизировать и углубить знания по микросервисам, преодолеть барьеры, связанные с проектированием сложных, высоконагруженных и устойчивых микросервисных систем",3 месяцев,51000,"AUD_GENERAL,AUD_DESIGN,AUD_EDUCATION,AUD_AI",Yandex.Practicum,False,https://practicum.yandex.ru/microservice-architecture,,8
558,Курс «Моушн- дизайнер» Онлайн-курс «» от сервиса Яндекс Практикум. Изучите основы моушен-дизайна и научитесь работать с графикой и анимацией. Обучение профессии в направлении motion-дизайна с нуля за 9 месяцев.,Курс «Моушн- дизайнер»,Онлайн-курс «» от сервиса Яндекс Практикум. Изучите основы моушен-дизайна и научитесь работать с графикой и анимацией. Обучение профессии в направлении motion-дизайна с нуля за 9 месяцев.,9 месяцев,6225,"AUD_BEGINNER,AUD_MANAGEMENT,AUD_AI",Yandex.Practicum,False,https://practicum.yandex.ru/motion-designer,,6
559,"Курс «Навыки аргументации для руководителей» Онлайн-курс по аргументации для руководителей от Яндекс Практикума. За 9 дней вы научитесь готовиться к важной встрече, переговорам, решите кейс с вашей работы. Практика с имитацией рабочих ситуаций, групповые воркшопы.",Курс «Навыки аргументации для руководителей»,"Онлайн-курс по аргументации для руководителей от Яндекс Практикума. За 9 дней вы научитесь готовиться к важной встрече, переговорам, решите кейс с вашей работы. Практика с имитацией рабочих ситуаций, групповые воркшопы.",3 месяцев,25500,"AUD_BEGINNER,AUD_MANAGEMENT,AUD_EDUCATION,AUD_AI",Yandex.Practicum,False,https://practicum.yandex.ru/argumentation,,9
560,"Курс «Навыки критического мышления для менеджеров» Онлайн-курс «Навыки критического мышления для менеджеров» от Яндекс Практикума. 2 месяца обучения анализу информации, креативным методикам, аргументации идей. Практика, решение кейсов, групповые воркшопы.",Курс «Навыки критического мышления для менеджеров»,"Онлайн-курс «Навыки критического мышления для менеджеров» от Яндекс Практикума. 2 месяца обучения анализу информации, креативным методикам, аргументации идей. Практика, решение кейсов, групповые воркшопы.",2 месяцев,22000,"AUD_BEGINNER,AUD_EDUCATION,AUD_ENTREPRENEUR,AUD_AI",Yandex.Practicum,False,https://practicum.yandex.ru/thinking,,9
561,"Курс «Нейросети для бизнеса» Онлайн-курс «» от Яндекс Практикума — практическое обучение для руководителей, предпринимателей и специалистов, желающих освоить современные нейросетевые инструменты. Каждый модуль — внедрение нового AI‑инструмента сразу в ваш бизнес.",Курс «Нейросети для бизнеса»,"Онлайн-курс «» от Яндекс Практикума — практическое обучение для руководителей, предпринимателей и специалистов, желающих освоить современные нейросетевые инструменты. Каждый модуль — внедрение нового AI‑инструмента сразу в ваш бизнес.",5 месяцев,42000,"AUD_MANAGEMENT,AUD_EDUCATION,AUD_AI",Yandex.Practicum,False,https://practicum.yandex.ru/ai-for-business,,1
562,"Курс «Нейросети для дизайна» Онлайн-курс «» от Яндекс Практикума. Дистанционное обучение работе с нейросетями для создания изображений, видео и текстов. Программа обучения, длительность курса, цена.",Курс «Нейросети для дизайна»,"Онлайн-курс «» от Яндекс Практикума. Дистанционное обучение работе с нейросетями для создания изображений, видео и текстов. Программа обучения, длительность курса, цена.",2 месяцев,33000,"AUD_DESIGN,AUD_MANAGEMENT,AUD_EDUCATION,AUD_AI",Yandex.Practicum,False,https://practicum.yandex.ru/ai-tools-for-designers,,1
563,"Курс «Нейросети для маркетинга» Курс «» от Яндекс Практикума — практическое обучение для специалистов по маркетингу и руководителей маркетинговых команд, желающих освоить современные нейросетевые инструменты для автоматизации рутины и повышения эффективности работы.",Курс «Нейросети для маркетинга»,"Курс «» от Яндекс Практикума — практическое обучение для специалистов по маркетингу и руководителей маркетинговых команд, желающих освоить современные нейросетевые инструменты для автоматизации рутины и повышения эффективности работы.",2 месяцев,30500,"AUD_MARKETING,AUD_MANAGEMENT,AUD_EDUCATION,AUD_AI",Yandex.Practicum,False,https://practicum.yandex.ru/ai-for-marketing,,2
564,"Курс «Нейросети для работы» Курс «» от сервиса Яндекс Практикум. За 2 месяца обучения получите навыки работы с нейросетями и научитесь применять в рабочих задачах. Также на курсе будут воркшопы с экспертом в области ИИ, теория в онлайн‑учебнике и много практических задач.",Курс «Нейросети для работы»,"Курс «» от сервиса Яндекс Практикум. За 2 месяца обучения получите навыки работы с нейросетями и научитесь применять в рабочих задачах. Также на курсе будут воркшопы с экспертом в области ИИ, теория в онлайн‑учебнике и много практических задач.",2 месяцев,34500,"AUD_BEGINNER,AUD_AI",Yandex.Practicum,False,https://practicum.yandex.ru/ai-for-work,,1
565,Курс «Обработка естественного языка — NLP» Курс «Обработка естественного языка» (NLP) от сервиса Яндекс Пратикум. Обучение для опытных специалистов в сфере глубокого обучения (Deep Learning).,Курс «Обработка естественного языка — NLP»,Курс «Обработка естественного языка» (NLP) от сервиса Яндекс Пратикум. Обучение для опытных специалистов в сфере глубокого обучения (Deep Learning).,2 месяцев,31000,"AUD_EDUCATION,AUD_MANAGEMENT,AUD_EDUCATION",Yandex.Practicum,False,https://practicum.yandex.ru/natural-language-processing,,1
566,"Курс «Основы продакт-менеджмента» Навыковый курс «» от сервиса Яндекс Практикум. За 6 недель обучения вы узнаете что такое продуктовое мышление, научитесь лучше понимать потребителя вашего продукта.",Курс «Основы продакт-менеджмента»,"Навыковый курс «» от сервиса Яндекс Практикум. За 6 недель обучения вы узнаете что такое продуктовое мышление, научитесь лучше понимать потребителя вашего продукта.",3 месяцев,23500,AUD_BEGINNER,Yandex.Practicum,False,https://practicum.yandex.ru/product-approach,,7
567,"Курс «Основы управления проектами» Обучение на навыковом курсе «Основы управления проектами» от сервиса онлайн-образования Яндекс Практикум. Обучение длится 1,5 или 3 месяца в зависимости от выбранного формата. За это время вы научитесь запускать и реализовывать проекты.",Курс «Основы управления проектами»,"Обучение на навыковом курсе «Основы управления проектами» от сервиса онлайн-образования Яндекс Практикум. Обучение длится 1,5 или 3 месяца в зависимости от выбранного формата. За это время вы научитесь запускать и реализовывать проекты.",3 месяцев,37000,"AUD_BEGINNER,AUD_MANAGEMENT,AUD_EDUCATION",Yandex.Practicum,False,https://practicum.yandex.ru/project-management-basics,,7
568,"Курс «Подготовка к экзамену 1С:Специалист» Курс подготовки к экзамену «1С:Специалист» по платформе «1С:Предприятие 8.3» от сервиса Яндекс Практикум. На онлайн-обучении потренируете насмотренность на эталонные решения и алгоритмы решения, пройдете тренировочный вариант экзамена. Также вас ждут воркшопы с экспертами, дипломная работа с обратной связью.",Курс «Подготовка к экзамену 1С:Специалист»,"Курс подготовки к экзамену «1С:Специалист» по платформе «1С:Предприятие 8.3» от сервиса Яндекс Практикум. На онлайн-обучении потренируете насмотренность на эталонные решения и алгоритмы решения, пройдете тренировочный вариант экзамена. Также вас ждут воркшопы с экспертами, дипломная работа с обратной связью.",3 месяцев,11500,"AUD_DEVELOPER,AUD_EDUCATION,AUD_ENTREPRENEUR,AUD_AI",Yandex.Practicum,False,https://practicum.yandex.ru/1c-exam,,8
569,Курс «Продакт-менеджер с нуля» Онлайн-курс «Продакт-менеджер» для начинающих специалистов от сервиса Яндекс Практикум. Освойте профессию product manager с нуля за 9 месяцев обучения. Научитесь создавать и развивать цифровые продукты.,Курс «Продакт-менеджер с нуля»,Онлайн-курс «Продакт-менеджер» для начинающих специалистов от сервиса Яндекс Практикум. Освойте профессию product manager с нуля за 9 месяцев обучения. Научитесь создавать и развивать цифровые продукты.,9 месяцев,23000,"AUD_BEGINNER,AUD_MANAGEMENT,AUD_EDUCATION",Yandex.Practicum,False,https://practicum.yandex.ru/product-manager-start,,8
570,Курс «Продакт‑менеджмент для специалистов с опытом» Онлайн-курс «Продакт‑менеджмент» от сервиса Яндекс Практикум. Обучение по профессии Product manager с выдачей сертификата.,Курс «Продакт‑менеджмент для специалистов с опытом»,Онлайн-курс «Продакт‑менеджмент» от сервиса Яндекс Практикум. Обучение по профессии Product manager с выдачей сертификата.,4 месяцев,38500,"AUD_ADVANCED,AUD_MANAGEMENT,AUD_EDUCATION,AUD_AI",Yandex.Practicum,False,https://practicum.yandex.ru/product-manager,,7
571,"Курс «Продвинутая разработка на C# и .NET» Онлайн-курс «» от Яндекс Практикум. За 5 месяцев научитесь писать высокопроизводительный, безопасный и масштабируемый код на C sharp через работу с реальными проектами. Для разработчиков, готовых к профессиональному росту.",Курс «Продвинутая разработка на C# и .NET»,"Онлайн-курс «» от Яндекс Практикум. За 5 месяцев научитесь писать высокопроизводительный, безопасный и масштабируемый код на C sharp через работу с реальными проектами. Для разработчиков, готовых к профессиональному росту.",5 месяцев,26000,"AUD_DEVELOPER,AUD_SECURITY",Yandex.Practicum,False,https://practicum.yandex.ru/middle-csharp,,8
572,"Курс «Продвинутый Go‑разработчик» Подробный курс для освоения профессии «Go-разработчик» в сервисе Яндекс Практикум. Онлайн-курс обучения языку программирования Go (Golang) для разработчиков с опытом: программа курса, стоимость обучения.",Курс «Продвинутый Go‑разработчик»,"Подробный курс для освоения профессии «Go-разработчик» в сервисе Яндекс Практикум. Онлайн-курс обучения языку программирования Go (Golang) для разработчиков с опытом: программа курса, стоимость обучения.",6 месяцев,29500,"AUD_ADVANCED,AUD_DEVELOPER,AUD_EDUCATION,AUD_AI",Yandex.Practicum,False,https://practicum.yandex.ru/go-advanced,,8
573,"Курс «Продуктовый аналитик» Онлайн-курс «» от сервиса Яндекс Практикум. Онлайн-обучение профессии продуктового аналитика. Освоите задачи аналитика данных, а после перейдёте к специализированным задачам по продуктовой аналитике.",Курс «Продуктовый аналитик»,"Онлайн-курс «» от сервиса Яндекс Практикум. Онлайн-обучение профессии продуктового аналитика. Освоите задачи аналитика данных, а после перейдёте к специализированным задачам по продуктовой аналитике.",10 месяцев,5817,"AUD_BEGINNER,AUD_ANALYST,AUD_EDUCATION,AUD_AI",Yandex.Practicum,False,https://practicum.yandex.ru/product-analyst,,4
574,"Курс «Продуктовый маркетолог» Курс Product marketing manager с нуля от сервиса Яндекс Практикум. За 5 месяцев онлайн‑обучения на продуктового маркетолога вы научитесь проводить маркетинговые исследования, работать с аналитикой, составлять стратегию вывода продукта на рынок.",Курс «Продуктовый маркетолог»,"Курс Product marketing manager с нуля от сервиса Яндекс Практикум. За 5 месяцев онлайн‑обучения на продуктового маркетолога вы научитесь проводить маркетинговые исследования, работать с аналитикой, составлять стратегию вывода продукта на рынок.",5 месяцев,3449,"AUD_BEGINNER,AUD_ANALYST,AUD_MARKETING,AUD_EDUCATION",Yandex.Practicum,False,https://practicum.yandex.ru/product-marketing-manager,,2
575,"Курс «Продуктовый подход для дизайнеров» Онлайн-курс «» от сервиса Яндекс Практикум. За 4 месяца обучения вы узнаете, из чего состоит продуктовый цикл, как решения в продуктовом дизайне влияют на бизнес и как работать в команде.",Курс «Продуктовый подход для дизайнеров»,"Онлайн-курс «» от сервиса Яндекс Практикум. За 4 месяца обучения вы узнаете, из чего состоит продуктовый цикл, как решения в продуктовом дизайне влияют на бизнес и как работать в команде.",4 месяцев,31000,"AUD_DESIGN,AUD_EDUCATION,AUD_ENTREPRENEUR",Yandex.Practicum,False,https://practicum.yandex.ru/product-approach-for-designers,,6
576,Курс «Профессиональная вёрстка на HTML и CSS» Онлайн-курс по вёрстке на HTML и CSS для начинающих от сервиса Яндекс Практикум. Изучи основы HTML и CSS и получи навык профессиональной веб-вёрстки с нуля за 3 месяца.,Курс «Профессиональная вёрстка на HTML и CSS»,Онлайн-курс по вёрстке на HTML и CSS для начинающих от сервиса Яндекс Практикум. Изучи основы HTML и CSS и получи навык профессиональной веб-вёрстки с нуля за 3 месяца.,3 месяцев,19500,"AUD_BEGINNER,AUD_AI",Yandex.Practicum,False,https://practicum.yandex.ru/html-css,,6
577,"Курс «Публичные выступления: подготовка с экспертом и ИИ» Преодолейте страх публичных выступлений и освойте систему подготовки: практика, разборы от эксперта и работа с ИИ для эффективной подготовки.",Курс «Публичные выступления: подготовка с экспертом и ИИ»,"Преодолейте страх публичных выступлений и освойте систему подготовки: практика, разборы от эксперта и работа с ИИ для эффективной подготовки.",2 месяцев,23500,"AUD_MANAGEMENT,AUD_AI",Yandex.Practicum,False,https://practicum.yandex.ru/public-speaking-ai,,1
578,Курс «Разработчик 1C» Онлайн-курс «1С-разработчик» от сервиса Яндекс Практикум. Обучение востребованной профессии программиста 1C с нуля за 6 месяцев. Сертификат и помощь при трудоустройстве после окончания курса по 1С.,Курс «Разработчик 1C»,Онлайн-курс «1С-разработчик» от сервиса Яндекс Практикум. Обучение востребованной профессии программиста 1C с нуля за 6 месяцев. Сертификат и помощь при трудоустройстве после окончания курса по 1С.,6 месяцев,4082,"AUD_BEGINNER,AUD_AI,AUD_DEVELOPER,AUD_EDUCATION,AUD_CAREER",Yandex.Practicum,False,https://practicum.yandex.ru/1c-programmer,,8
579,Курс «Разработчик C++» Онлайн-курс «» для начинающих от сервиса Яндекс Практикум. 9 месяцев обучения языку программирования C++ (Си) с нуля с выдачей диплома о профессиональной переподготовке. Обучаем профессии разработчика на языке Си Плюс Плюс.,Курс «Разработчик C++»,Онлайн-курс «» для начинающих от сервиса Яндекс Практикум. 9 месяцев обучения языку программирования C++ (Си) с нуля с выдачей диплома о профессиональной переподготовке. Обучаем профессии разработчика на языке Си Плюс Плюс.,9 месяцев,4735,"AUD_BEGINNER,AUD_AI,AUD_DEVELOPER,AUD_EDUCATION,AUD_ENTREPRENEUR",Yandex.Practicum,False,https://practicum.yandex.ru/cpp,,8
580,"Курс «Режиссёр монтажа» Онлайн-курс «Режиссер монтажа» от сервиса Яндекс Практикум. 10 месяцев обучения профессии режиссера видеомонтажа онлайн. На курсе научитесь монтировать рекламные ролики, клипы и фильмы с нуля.",Курс «Режиссёр монтажа»,"Онлайн-курс «Режиссер монтажа» от сервиса Яндекс Практикум. 10 месяцев обучения профессии режиссера видеомонтажа онлайн. На курсе научитесь монтировать рекламные ролики, клипы и фильмы с нуля.",10 месяцев,5368,"AUD_BEGINNER,AUD_ENTREPRENEUR,AUD_AI,AUD_DESIGN,AUD_MARKETING,AUD_EDUCATION",Yandex.Practicum,False,https://practicum.yandex.ru/video-editor,,2
581,"Курс «Руководитель отдела продаж» За 3 месяца обучения на курсе «» в среднем по 10 часов в неделю вы освоите ключевые навыки и компетенции специалиста, решите практические управленческие кейсы. Онлайн-обучение руководителей отдела продаж от сервиса Яндекс Практикум.",Курс «Руководитель отдела продаж»,"За 3 месяца обучения на курсе «» в среднем по 10 часов в неделю вы освоите ключевые навыки и компетенции специалиста, решите практические управленческие кейсы. Онлайн-обучение руководителей отдела продаж от сервиса Яндекс Практикум.",3 месяцев,35000,"AUD_MANAGEMENT,AUD_EDUCATION,AUD_AI",Yandex.Practicum,False,https://practicum.yandex.ru/head-of-sales,,7
582,"Курс «Системный администратор» Онлайн-курс «» от сервиса Яндекс Практикум. 6 месяцев дистанционного обучения по профессии сисадмина с нуля. Научитесь работать с базами данных и Docker, управлять инфраструктурой.",Курс «Системный администратор»,"Онлайн-курс «» от сервиса Яндекс Практикум. 6 месяцев дистанционного обучения по профессии сисадмина с нуля. Научитесь работать с базами данных и Docker, управлять инфраструктурой.",6 месяцев,4531,"AUD_BEGINNER,AUD_EDUCATION,AUD_AI",Yandex.Practicum,False,https://practicum.yandex.ru/sys-admin,,8
583,"Курс «Системный аналитик» Курс «» от сервиса Яндекс Практикум. Онлайн-обучение по системному анализу с нуля. За 8 месяцев обучения вы освоите рабочие инструменты системных аналитиков, закроете пробелы в системном анализе и структурируете свои знания.",Курс «Системный аналитик»,"Курс «» от сервиса Яндекс Практикум. Онлайн-обучение по системному анализу с нуля. За 8 месяцев обучения вы освоите рабочие инструменты системных аналитиков, закроете пробелы в системном анализе и структурируете свои знания.",8 месяцев,4613,"AUD_BEGINNER,AUD_ANALYST,AUD_EDUCATION",Yandex.Practicum,False,https://practicum.yandex.ru/systems-analyst,,4
584,Курс «Специалист по Data Science» Обучение на онлайн-курсе «» от сервиса Яндекс Практикум. 13 месяцев обучения по направлению дата сайнс для начинающих. Вы можете обучиться профессии Data Scientist с нуля с выдачей диплома о профессиональной переподготовке.,Курс «Специалист по Data Science»,Обучение на онлайн-курсе «» от сервиса Яндекс Практикум. 13 месяцев обучения по направлению дата сайнс для начинающих. Вы можете обучиться профессии Data Scientist с нуля с выдачей диплома о профессиональной переподготовке.,13 месяцев,6287,"AUD_BEGINNER,AUD_ANALYST,AUD_EDUCATION,AUD_ENTREPRENEUR,AUD_AI",Yandex.Practicum,False,https://practicum.yandex.ru/data-scientist,,1
585,Курс «Специалист по информационной безопасности» Онлайн-курс «» от сервиса Яндекс Практикум. За 11 месяцев обучения освоите профессию специалиста информационной безопасности с нуля и изучите основные инструменты для работы в сфере защиты информации.,Курс «Специалист по информационной безопасности»,Онлайн-курс «» от сервиса Яндекс Практикум. За 11 месяцев обучения освоите профессию специалиста информационной безопасности с нуля и изучите основные инструменты для работы в сфере защиты информации.,11 месяцев,6899,"AUD_BEGINNER,AUD_EDUCATION,AUD_AI,AUD_SECURITY",Yandex.Practicum,False,https://practicum.yandex.ru/information-security,,8
586,"Курс «Специалист по контекстной рекламе» Онлайн-курс «» от сервиса Яндекс Практикум. За 3,5 месяца обучения вы научитесь с нуля создавать, настраивать, запускать и анализировать рекламные кампании в системах Яндекс Директа и Google Реклама. Курс обучения контекстологов.",Курс «Специалист по контекстной рекламе»,"Онлайн-курс «» от сервиса Яндекс Практикум. За 3,5 месяца обучения вы научитесь с нуля создавать, настраивать, запускать и анализировать рекламные кампании в системах Яндекс Директа и Google Реклама. Курс обучения контекстологов.",5 месяцев,2331,"AUD_BEGINNER,AUD_DEVELOPER,AUD_MARKETING,AUD_EDUCATION,AUD_AI",Yandex.Practicum,False,https://practicum.yandex.ru/context-specialist,,2
587,"Курс «Технический директор — СТО» Онлайн-обучение на курсе «Технический директор» от сервиса Яндекс Практикум. Обучение направлено на развитие технических и управленческих навыков, стратегического мышления и планирования, необходимых для должности CTO (chief technical officer).",Курс «Технический директор — СТО»,"Онлайн-обучение на курсе «Технический директор» от сервиса Яндекс Практикум. Обучение направлено на развитие технических и управленческих навыков, стратегического мышления и планирования, необходимых для должности CTO (chief technical officer).",6 месяцев,41000,"AUD_MANAGEMENT,AUD_EDUCATION",Yandex.Practicum,False,https://practicum.yandex.ru/chief-technical-officer,,7
588,"Курс «Трафик-менеджер» Яндекс Практикум предлагает пройти онлайн-курс «Трафик менеджер». За 7 месяцев обучения на специалиста по трафику вы изучите инструменты привлечения целевой аудитории, научитесь настраивать контекстную и таргетированную рекламу и получите новую профессию.",Курс «Трафик-менеджер»,"Яндекс Практикум предлагает пройти онлайн-курс «Трафик менеджер». За 7 месяцев обучения на специалиста по трафику вы изучите инструменты привлечения целевой аудитории, научитесь настраивать контекстную и таргетированную рекламу и получите новую профессию.",7 месяцев,3960,"AUD_BEGINNER,AUD_MARKETING,AUD_MANAGEMENT,AUD_EDUCATION,AUD_AI",Yandex.Practicum,False,https://practicum.yandex.ru/traffic-manager,,2
